Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,
Data,0,record,timestamp,"968192208",s,distance,"1004.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"239",rpm,power,"250",watts,altitude,"112.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"112.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"968192209",s,distance,"1005.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"240",rpm,power,"250",watts,altitude,"113.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"113.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"968192210",s,distance,"1006.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"241",rpm,power,"250",watts,altitude,"114.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"114.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"968192211",s,distance,"1007.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"242",rpm,power,"250",watts,altitude,"115.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"115.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"968192212",s,distance,"1008.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"243",rpm,power,"250",watts,altitude,"116.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"116.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"968192213",s,distance,"1009.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"244",rpm,power,"250",watts,altitude,"117.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"117.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"968192214",s,distance,"1010.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"245",rpm,power,"250",watts,altitude,"118.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"118.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"968192215",s,distance,"1011.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"246",rpm,power,"250",watts,altitude,"119.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"119.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"968192216",s,distance,"1012.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"247",rpm,power,"250",watts,altitude,"120.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"120.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"968192217",s,distance,"1013.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"248",rpm,power,"250",watts,altitude,"121.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"121.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"968192218",s,distance,"1014.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"249",rpm,power,"250",watts,altitude,"122.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"122.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"968192219",s,distance,"1015.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"250",rpm,power,"250",watts,altitude,"123.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"123.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"968192220",s,distance,"1016.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"251",rpm,power,"250",watts,altitude,"124.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"124.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"968192221",s,distance,"1017.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"252",rpm,power,"250",watts,altitude,"125.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"125.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"968192222",s,distance,"1018.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"253",rpm,power,"250",watts,altitude,"126.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"126.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"968192223",s,distance,"1019.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"254",rpm,power,"250",watts,altitude,"127.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"127.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"968192224",s,distance,"1020.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"0",rpm,power,"150",watts,altitude,"127.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"127.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"968192225",s,distance,"1021.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"1",rpm,power,"150",watts,altitude,"126.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"126.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"968192226",s,distance,"1022.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"2",rpm,power,"150",watts,altitude,"125.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"125.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"968192227",s,distance,"1023.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"3",rpm,power,"150",watts,altitude,"124.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"124.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"968192228",s,distance,"1024.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"4",rpm,power,"150",watts,altitude,"123.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"123.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"968192229",s,distance,"1025.0",m,speed,"1.0",m/s,heart_rate,"254",bpm,cadence,"5",rpm,power,"150",watts,altitude,"122.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"122.0",m,Heart Rate,"254",bpm,
Data,0,record,timestamp,"968192230",s,distance,"1026.0",m,speed,"1.0",m/s,heart_rate,"253",bpm,cadence,"6",rpm,power,"150",watts,altitude,"121.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"121.0",m,Heart Rate,"253",bpm,
Data,0,record,timestamp,"968192231",s,distance,"1027.0",m,speed,"1.0",m/s,heart_rate,"252",bpm,cadence,"7",rpm,power,"150",watts,altitude,"120.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"120.0",m,Heart Rate,"252",bpm,
Data,0,record,timestamp,"968192232",s,distance,"1028.0",m,speed,"1.0",m/s,heart_rate,"251",bpm,cadence,"8",rpm,power,"150",watts,altitude,"119.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"119.0",m,Heart Rate,"251",bpm,
Data,0,record,timestamp,"968192233",s,distance,"1029.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"9",rpm,power,"150",watts,altitude,"118.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"118.0",m,Heart Rate,"250",bpm,
Data,0,record,timestamp,"968192234",s,distance,"1030.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"10",rpm,power,"150",watts,altitude,"117.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"117.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"968192235",s,distance,"1031.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"11",rpm,power,"150",watts,altitude,"116.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"116.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"968192236",s,distance,"1032.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"12",rpm,power,"150",watts,altitude,"115.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"115.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"968192237",s,distance,"1033.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"13",rpm,power,"150",watts,altitude,"114.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"114.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"968192238",s,distance,"1034.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"14",rpm,power,"150",watts,altitude,"113.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"113.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"968192239",s,distance,"1035.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"15",rpm,power,"150",watts,altitude,"112.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"112.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"968192240",s,distance,"1036.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"16",rpm,power,"150",watts,altitude,"111.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"111.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"968192241",s,distance,"1037.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"17",rpm,power,"150",watts,altitude,"110.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"110.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"968192242",s,distance,"1038.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"18",rpm,power,"150",watts,altitude,"109.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"109.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"968192243",s,distance,"1039.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"19",rpm,power,"150",watts,altitude,"108.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"108.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"968192244",s,distance,"1040.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"20",rpm,power,"150",watts,altitude,"107.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"107.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"968192245",s,distance,"1041.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"21",rpm,power,"150",watts,altitude,"106.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"106.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"968192246",s,distance,"1042.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"22",rpm,power,"150",watts,altitude,"105.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"105.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"968192247",s,distance,"1043.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"23",rpm,power,"150",watts,altitude,"104.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"104.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"968192248",s,distance,"1044.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"24",rpm,power,"150",watts,altitude,"103.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"103.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"968192249",s,distance,"1045.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"25",rpm,power,"150",watts,altitude,"102.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"102.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"968192250",s,distance,"1046.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"26",rpm,power,"150",watts,altitude,"101.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"101.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"968192251",s,distance,"1047.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"27",rpm,power,"150",watts,altitude,"100.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"100.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"968192252",s,distance,"1048.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"28",rpm,power,"150",watts,altitude,"99.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"99.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"968192253",s,distance,"1049.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"29",rpm,power,"150",watts,altitude,"98.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"98.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"968192254",s,distance,"1050.0",m,speed,"1.0",m/s,heart_rate,"127",bpm,cadence,"30",rpm,power,"150",watts,altitude,"97.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"97.0",m,Heart Rate,"127",bpm,
Data,0,record,timestamp,"968192255",s,distance,"1051.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"31",rpm,power,"150",watts,altitude,"96.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"96.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"968192256",s,distance,"1052.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"32",rpm,power,"150",watts,altitude,"95.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"95.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"968192257",s,distance,"1053.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"33",rpm,power,"150",watts,altitude,"94.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"94.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"968192258",s,distance,"1054.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"34",rpm,power,"150",watts,altitude,"93.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"93.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"968192259",s,distance,"1055.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"35",rpm,power,"150",watts,altitude,"92.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"92.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"968192260",s,distance,"1056.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"36",rpm,power,"150",watts,altitude,"91.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"91.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"968192261",s,distance,"1057.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"37",rpm,power,"150",watts,altitude,"90.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"90.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"968192262",s,distance,"1058.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"38",rpm,power,"150",watts,altitude,"89.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"89.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"968192263",s,distance,"1059.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"39",rpm,power,"150",watts,altitude,"88.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"88.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"968192264",s,distance,"1060.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"40",rpm,power,"150",watts,altitude,"87.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"87.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"968192265",s,distance,"1061.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"41",rpm,power,"150",watts,altitude,"86.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"86.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"968192266",s,distance,"1062.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"42",rpm,power,"150",watts,altitude,"85.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"85.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"968192267",s,distance,"1063.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"43",rpm,power,"150",watts,altitude,"84.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"84.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"968192268",s,distance,"1064.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"44",rpm,power,"150",watts,altitude,"83.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"83.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"968192269",s,distance,"1065.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"45",rpm,power,"150",watts,altitude,"82.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"82.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"968192270",s,distance,"1066.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"46",rpm,power,"150",watts,altitude,"81.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"81.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"968192271",s,distance,"1067.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"47",rpm,power,"150",watts,altitude,"80.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"80.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"968192272",s,distance,"1068.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"48",rpm,power,"150",watts,altitude,"79.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"79.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"968192273",s,distance,"1069.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"49",rpm,power,"150",watts,altitude,"78.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"78.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"968192274",s,distance,"1070.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"50",rpm,power,"150",watts,altitude,"77.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"77.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"968192275",s,distance,"1071.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"51",rpm,power,"150",watts,altitude,"76.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"76.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"968192276",s,distance,"1072.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"52",rpm,power,"150",watts,altitude,"75.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"75.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"968192277",s,distance,"1073.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"53",rpm,power,"150",watts,altitude,"74.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"74.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"968192278",s,distance,"1074.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"54",rpm,power,"150",watts,altitude,"73.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"73.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"968192279",s,distance,"1075.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"55",rpm,power,"150",watts,altitude,"72.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"72.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"968192280",s,distance,"1076.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"56",rpm,power,"150",watts,altitude,"71.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"71.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"968192281",s,distance,"1077.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"57",rpm,power,"150",watts,altitude,"70.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"70.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"968192282",s,distance,"1078.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"58",rpm,power,"150",watts,altitude,"69.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"69.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"968192283",s,distance,"1079.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"59",rpm,power,"150",watts,altitude,"68.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"68.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"968192284",s,distance,"1080.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"60",rpm,power,"150",watts,altitude,"67.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"67.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"968192285",s,distance,"1081.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"61",rpm,power,"150",watts,altitude,"66.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"66.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"968192286",s,distance,"1082.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"62",rpm,power,"150",watts,altitude,"65.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"65.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"968192287",s,distance,"1083.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"63",rpm,power,"150",watts,altitude,"64.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"64.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"968192288",s,distance,"1084.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"64",rpm,power,"150",watts,altitude,"63.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"63.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"968192289",s,distance,"1085.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"65",rpm,power,"150",watts,altitude,"62.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"62.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"968192290",s,distance,"1086.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"66",rpm,power,"150",watts,altitude,"61.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"61.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"968192291",s,distance,"1087.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"67",rpm,power,"150",watts,altitude,"60.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"60.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"968192292",s,distance,"1088.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"68",rpm,power,"150",watts,altitude,"59.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"59.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"968192293",s,distance,"1089.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"69",rpm,power,"150",watts,altitude,"58.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"58.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"968192294",s,distance,"1090.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"70",rpm,power,"150",watts,altitude,"57.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"57.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"968192295",s,distance,"1091.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"71",rpm,power,"150",watts,altitude,"56.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"56.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"968192296",s,distance,"1092.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"72",rpm,power,"150",watts,altitude,"55.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"55.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"968192297",s,distance,"1093.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"73",rpm,power,"150",watts,altitude,"54.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"54.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"968192298",s,distance,"1094.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"74",rpm,power,"150",watts,altitude,"53.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"53.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"968192299",s,distance,"1095.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"75",rpm,power,"150",watts,altitude,"52.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"52.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"968192300",s,distance,"1096.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"76",rpm,power,"150",watts,altitude,"51.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"51.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"968192301",s,distance,"1097.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"77",rpm,power,"150",watts,altitude,"50.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"50.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"968192302",s,distance,"1098.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"78",rpm,power,"150",watts,altitude,"49.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"49.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"968192303",s,distance,"1099.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"79",rpm,power,"150",watts,altitude,"48.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"48.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"968192304",s,distance,"1100.0",m,speed,"1.0",m/s,heart_rate,"127",bpm,cadence,"80",rpm,power,"150",watts,altitude,"47.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"47.0",m,Heart Rate,"127",bpm,
Data,0,record,timestamp,"968192305",s,distance,"1101.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"81",rpm,power,"150",watts,altitude,"46.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"46.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"968192306",s,distance,"1102.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"82",rpm,power,"150",watts,altitude,"45.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"45.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"968192307",s,distance,"1103.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"83",rpm,power,"150",watts,altitude,"44.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"44.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"968192308",s,distance,"1104.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"84",rpm,power,"150",watts,altitude,"43.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"43.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"968192309",s,distance,"1105.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"85",rpm,power,"150",watts,altitude,"42.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"42.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"968192310",s,distance,"1106.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"86",rpm,power,"150",watts,altitude,"41.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"41.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"968192311",s,distance,"1107.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"87",rpm,power,"150",watts,altitude,"40.0",m,enhanced_speed,"1.0",m/s,enhanced_altitude,"40.0",m,Heart Rate,"181",bpm,
