Type,Local Number,Message,Field 1,Value 1,Units 1,Field 2,Value 2,Units 2,Field 3,Value 3,Units 3,Field 4,Value 4,Units 4,Field 5,Value 5,Units 5,Field 6,Value 6,Units 6,Field 7,Value 7,Units 7,Field 8,Value 8,Units 8,Field 9,Value 9,Units 9,Field 10,Value 10,Units 10,Field 11,Value 11,Units 11,Field 12,Value 12,Units 12,
Data,0,record,timestamp,"995750215",s,distance,"335.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"80",rpm,power,"150",watts,altitude,"47.0",m,position_lat,"0",semicircles,position_long,"35903",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"47.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"995750216",s,distance,"336.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"81",rpm,power,"150",watts,altitude,"46.0",m,position_lat,"0",semicircles,position_long,"36010",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"46.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"995750217",s,distance,"337.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"82",rpm,power,"150",watts,altitude,"45.0",m,position_lat,"0",semicircles,position_long,"36117",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"45.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"995750218",s,distance,"338.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"83",rpm,power,"150",watts,altitude,"44.0",m,position_lat,"0",semicircles,position_long,"36224",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"44.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"995750219",s,distance,"339.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"84",rpm,power,"150",watts,altitude,"43.0",m,position_lat,"0",semicircles,position_long,"36332",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"43.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"995750220",s,distance,"340.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"85",rpm,power,"150",watts,altitude,"42.0",m,position_lat,"0",semicircles,position_long,"36439",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"42.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"995750221",s,distance,"341.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"86",rpm,power,"150",watts,altitude,"41.0",m,position_lat,"0",semicircles,position_long,"36546",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"41.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"995750222",s,distance,"342.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"87",rpm,power,"150",watts,altitude,"40.0",m,position_lat,"0",semicircles,position_long,"36653",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"40.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"995750223",s,distance,"343.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"88",rpm,power,"150",watts,altitude,"39.0",m,position_lat,"0",semicircles,position_long,"36760",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"39.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"995750224",s,distance,"344.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"89",rpm,power,"150",watts,altitude,"38.0",m,position_lat,"0",semicircles,position_long,"36868",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"38.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"995750225",s,distance,"345.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"90",rpm,power,"150",watts,altitude,"37.0",m,position_lat,"0",semicircles,position_long,"36975",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"37.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"995750226",s,distance,"346.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"91",rpm,power,"150",watts,altitude,"36.0",m,position_lat,"0",semicircles,position_long,"37082",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"36.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"995750227",s,distance,"347.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"92",rpm,power,"150",watts,altitude,"35.0",m,position_lat,"0",semicircles,position_long,"37189",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"35.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"995750228",s,distance,"348.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"93",rpm,power,"150",watts,altitude,"34.0",m,position_lat,"0",semicircles,position_long,"37296",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"34.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"995750229",s,distance,"349.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"94",rpm,power,"150",watts,altitude,"33.0",m,position_lat,"0",semicircles,position_long,"37403",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"33.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"995750230",s,distance,"350.0",m,speed,"1.0",m/s,heart_rate,"127",bpm,cadence,"95",rpm,power,"150",watts,altitude,"32.0",m,position_lat,"0",semicircles,position_long,"37511",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"32.0",m,Heart Rate,"127",bpm,
Data,0,record,timestamp,"995750231",s,distance,"351.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"96",rpm,power,"150",watts,altitude,"31.0",m,position_lat,"0",semicircles,position_long,"37618",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"31.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"995750232",s,distance,"352.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"97",rpm,power,"150",watts,altitude,"30.0",m,position_lat,"0",semicircles,position_long,"37725",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"30.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"995750233",s,distance,"353.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"98",rpm,power,"150",watts,altitude,"29.0",m,position_lat,"0",semicircles,position_long,"37832",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"29.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"995750234",s,distance,"354.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"99",rpm,power,"150",watts,altitude,"28.0",m,position_lat,"0",semicircles,position_long,"37939",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"28.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"995750235",s,distance,"355.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"100",rpm,power,"150",watts,altitude,"27.0",m,position_lat,"0",semicircles,position_long,"38046",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"27.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"995750236",s,distance,"356.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"101",rpm,power,"150",watts,altitude,"26.0",m,position_lat,"0",semicircles,position_long,"38154",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"26.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"995750237",s,distance,"357.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"102",rpm,power,"150",watts,altitude,"25.0",m,position_lat,"0",semicircles,position_long,"38261",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"25.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"995750238",s,distance,"358.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"103",rpm,power,"150",watts,altitude,"24.0",m,position_lat,"0",semicircles,position_long,"38368",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"24.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"995750239",s,distance,"359.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"104",rpm,power,"150",watts,altitude,"23.0",m,position_lat,"0",semicircles,position_long,"38475",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"23.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"995750240",s,distance,"360.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"105",rpm,power,"150",watts,altitude,"22.0",m,position_lat,"0",semicircles,position_long,"38582",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"22.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"995750241",s,distance,"361.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"106",rpm,power,"150",watts,altitude,"21.0",m,position_lat,"0",semicircles,position_long,"38689",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"21.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"995750242",s,distance,"362.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"107",rpm,power,"150",watts,altitude,"20.0",m,position_lat,"0",semicircles,position_long,"38797",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"20.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"995750243",s,distance,"363.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"108",rpm,power,"150",watts,altitude,"19.0",m,position_lat,"0",semicircles,position_long,"38904",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"19.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"995750244",s,distance,"364.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"109",rpm,power,"150",watts,altitude,"18.0",m,position_lat,"0",semicircles,position_long,"39011",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"18.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"995750245",s,distance,"365.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"110",rpm,power,"150",watts,altitude,"17.0",m,position_lat,"0",semicircles,position_long,"39118",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"17.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"995750246",s,distance,"366.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"111",rpm,power,"150",watts,altitude,"16.0",m,position_lat,"0",semicircles,position_long,"39225",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"16.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"995750247",s,distance,"367.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"112",rpm,power,"150",watts,altitude,"15.0",m,position_lat,"0",semicircles,position_long,"39332",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"15.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"995750248",s,distance,"368.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"113",rpm,power,"150",watts,altitude,"14.0",m,position_lat,"0",semicircles,position_long,"39440",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"14.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"995750249",s,distance,"369.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"114",rpm,power,"150",watts,altitude,"13.0",m,position_lat,"0",semicircles,position_long,"39547",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"13.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"995750250",s,distance,"370.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"115",rpm,power,"150",watts,altitude,"12.0",m,position_lat,"0",semicircles,position_long,"39654",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"12.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"995750251",s,distance,"371.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"116",rpm,power,"150",watts,altitude,"11.0",m,position_lat,"0",semicircles,position_long,"39761",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"11.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"995750252",s,distance,"372.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"117",rpm,power,"150",watts,altitude,"10.0",m,position_lat,"0",semicircles,position_long,"39868",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"10.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"995750253",s,distance,"373.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"118",rpm,power,"150",watts,altitude,"9.0",m,position_lat,"0",semicircles,position_long,"39976",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"9.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"995750254",s,distance,"374.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"119",rpm,power,"150",watts,altitude,"8.0",m,position_lat,"0",semicircles,position_long,"40083",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"8.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"995750255",s,distance,"375.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"120",rpm,power,"150",watts,altitude,"7.0",m,position_lat,"0",semicircles,position_long,"40190",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"7.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"995750256",s,distance,"376.0",m,speed,"1.0",m/s,heart_rate,"0",bpm,cadence,"121",rpm,power,"150",watts,altitude,"6.0",m,position_lat,"0",semicircles,position_long,"40297",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"6.0",m,Heart Rate,"0",bpm,
Data,0,record,timestamp,"995750257",s,distance,"377.0",m,speed,"1.0",m/s,heart_rate,"1",bpm,cadence,"122",rpm,power,"150",watts,altitude,"5.0",m,position_lat,"0",semicircles,position_long,"40404",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"5.0",m,Heart Rate,"1",bpm,
Data,0,record,timestamp,"995750258",s,distance,"378.0",m,speed,"1.0",m/s,heart_rate,"2",bpm,cadence,"123",rpm,power,"150",watts,altitude,"4.0",m,position_lat,"0",semicircles,position_long,"40511",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"4.0",m,Heart Rate,"2",bpm,
Data,0,record,timestamp,"995750259",s,distance,"379.0",m,speed,"1.0",m/s,heart_rate,"3",bpm,cadence,"124",rpm,power,"150",watts,altitude,"3.0",m,position_lat,"0",semicircles,position_long,"40619",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"3.0",m,Heart Rate,"3",bpm,
Data,0,record,timestamp,"995750260",s,distance,"380.0",m,speed,"1.0",m/s,heart_rate,"6",bpm,cadence,"125",rpm,power,"150",watts,altitude,"2.0",m,position_lat,"0",semicircles,position_long,"40726",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"2.0",m,Heart Rate,"6",bpm,
Data,0,record,timestamp,"995750261",s,distance,"381.0",m,speed,"1.0",m/s,heart_rate,"8",bpm,cadence,"126",rpm,power,"150",watts,altitude,"1.0",m,position_lat,"0",semicircles,position_long,"40833",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"1.0",m,Heart Rate,"8",bpm,
Data,0,record,timestamp,"995750262",s,distance,"382.0",m,speed,"1.0",m/s,heart_rate,"12",bpm,cadence,"127",rpm,power,"250",watts,altitude,"0.0",m,position_lat,"0",semicircles,position_long,"40940",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"0.0",m,Heart Rate,"12",bpm,
Data,0,record,timestamp,"995750263",s,distance,"383.0",m,speed,"1.0",m/s,heart_rate,"15",bpm,cadence,"128",rpm,power,"250",watts,altitude,"1.0",m,position_lat,"0",semicircles,position_long,"41047",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"1.0",m,Heart Rate,"15",bpm,
Data,0,record,timestamp,"995750264",s,distance,"384.0",m,speed,"1.0",m/s,heart_rate,"19",bpm,cadence,"129",rpm,power,"250",watts,altitude,"2.0",m,position_lat,"0",semicircles,position_long,"41154",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"2.0",m,Heart Rate,"19",bpm,
Data,0,record,timestamp,"995750265",s,distance,"385.0",m,speed,"1.0",m/s,heart_rate,"24",bpm,cadence,"130",rpm,power,"250",watts,altitude,"3.0",m,position_lat,"0",semicircles,position_long,"41262",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"3.0",m,Heart Rate,"24",bpm,
Data,0,record,timestamp,"995750266",s,distance,"386.0",m,speed,"1.0",m/s,heart_rate,"29",bpm,cadence,"131",rpm,power,"250",watts,altitude,"4.0",m,position_lat,"0",semicircles,position_long,"41369",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"4.0",m,Heart Rate,"29",bpm,
Data,0,record,timestamp,"995750267",s,distance,"387.0",m,speed,"1.0",m/s,heart_rate,"34",bpm,cadence,"132",rpm,power,"250",watts,altitude,"5.0",m,position_lat,"0",semicircles,position_long,"41476",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"5.0",m,Heart Rate,"34",bpm,
Data,0,record,timestamp,"995750268",s,distance,"388.0",m,speed,"1.0",m/s,heart_rate,"40",bpm,cadence,"133",rpm,power,"250",watts,altitude,"6.0",m,position_lat,"0",semicircles,position_long,"41583",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"6.0",m,Heart Rate,"40",bpm,
Data,0,record,timestamp,"995750269",s,distance,"389.0",m,speed,"1.0",m/s,heart_rate,"46",bpm,cadence,"134",rpm,power,"250",watts,altitude,"7.0",m,position_lat,"0",semicircles,position_long,"41690",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"7.0",m,Heart Rate,"46",bpm,
Data,0,record,timestamp,"995750270",s,distance,"390.0",m,speed,"1.0",m/s,heart_rate,"52",bpm,cadence,"135",rpm,power,"250",watts,altitude,"8.0",m,position_lat,"0",semicircles,position_long,"41797",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"8.0",m,Heart Rate,"52",bpm,
Data,0,record,timestamp,"995750271",s,distance,"391.0",m,speed,"1.0",m/s,heart_rate,"58",bpm,cadence,"136",rpm,power,"250",watts,altitude,"9.0",m,position_lat,"0",semicircles,position_long,"41905",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"9.0",m,Heart Rate,"58",bpm,
Data,0,record,timestamp,"995750272",s,distance,"392.0",m,speed,"1.0",m/s,heart_rate,"65",bpm,cadence,"137",rpm,power,"250",watts,altitude,"10.0",m,position_lat,"0",semicircles,position_long,"42012",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"10.0",m,Heart Rate,"65",bpm,
Data,0,record,timestamp,"995750273",s,distance,"393.0",m,speed,"1.0",m/s,heart_rate,"72",bpm,cadence,"138",rpm,power,"250",watts,altitude,"11.0",m,position_lat,"0",semicircles,position_long,"42119",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"11.0",m,Heart Rate,"72",bpm,
Data,0,record,timestamp,"995750274",s,distance,"394.0",m,speed,"1.0",m/s,heart_rate,"80",bpm,cadence,"139",rpm,power,"250",watts,altitude,"12.0",m,position_lat,"0",semicircles,position_long,"42226",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"12.0",m,Heart Rate,"80",bpm,
Data,0,record,timestamp,"995750275",s,distance,"395.0",m,speed,"1.0",m/s,heart_rate,"87",bpm,cadence,"140",rpm,power,"250",watts,altitude,"13.0",m,position_lat,"0",semicircles,position_long,"42333",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"13.0",m,Heart Rate,"87",bpm,
Data,0,record,timestamp,"995750276",s,distance,"396.0",m,speed,"1.0",m/s,heart_rate,"95",bpm,cadence,"141",rpm,power,"250",watts,altitude,"14.0",m,position_lat,"0",semicircles,position_long,"42441",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"14.0",m,Heart Rate,"95",bpm,
Data,0,record,timestamp,"995750277",s,distance,"397.0",m,speed,"1.0",m/s,heart_rate,"103",bpm,cadence,"142",rpm,power,"250",watts,altitude,"15.0",m,position_lat,"0",semicircles,position_long,"42548",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"15.0",m,Heart Rate,"103",bpm,
Data,0,record,timestamp,"995750278",s,distance,"398.0",m,speed,"1.0",m/s,heart_rate,"111",bpm,cadence,"143",rpm,power,"250",watts,altitude,"16.0",m,position_lat,"0",semicircles,position_long,"42655",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"16.0",m,Heart Rate,"111",bpm,
Data,0,record,timestamp,"995750279",s,distance,"399.0",m,speed,"1.0",m/s,heart_rate,"119",bpm,cadence,"144",rpm,power,"250",watts,altitude,"17.0",m,position_lat,"0",semicircles,position_long,"42762",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"17.0",m,Heart Rate,"119",bpm,
Data,0,record,timestamp,"995750280",s,distance,"400.0",m,speed,"1.0",m/s,heart_rate,"126",bpm,cadence,"145",rpm,power,"250",watts,altitude,"18.0",m,position_lat,"0",semicircles,position_long,"42869",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"18.0",m,Heart Rate,"126",bpm,
Data,0,record,timestamp,"995750281",s,distance,"401.0",m,speed,"1.0",m/s,heart_rate,"134",bpm,cadence,"146",rpm,power,"250",watts,altitude,"19.0",m,position_lat,"0",semicircles,position_long,"42976",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"19.0",m,Heart Rate,"134",bpm,
Data,0,record,timestamp,"995750282",s,distance,"402.0",m,speed,"1.0",m/s,heart_rate,"142",bpm,cadence,"147",rpm,power,"250",watts,altitude,"20.0",m,position_lat,"0",semicircles,position_long,"43084",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"20.0",m,Heart Rate,"142",bpm,
Data,0,record,timestamp,"995750283",s,distance,"403.0",m,speed,"1.0",m/s,heart_rate,"150",bpm,cadence,"148",rpm,power,"250",watts,altitude,"21.0",m,position_lat,"0",semicircles,position_long,"43191",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"21.0",m,Heart Rate,"150",bpm,
Data,0,record,timestamp,"995750284",s,distance,"404.0",m,speed,"1.0",m/s,heart_rate,"158",bpm,cadence,"149",rpm,power,"250",watts,altitude,"22.0",m,position_lat,"0",semicircles,position_long,"43298",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"22.0",m,Heart Rate,"158",bpm,
Data,0,record,timestamp,"995750285",s,distance,"405.0",m,speed,"1.0",m/s,heart_rate,"166",bpm,cadence,"150",rpm,power,"250",watts,altitude,"23.0",m,position_lat,"0",semicircles,position_long,"43405",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"23.0",m,Heart Rate,"166",bpm,
Data,0,record,timestamp,"995750286",s,distance,"406.0",m,speed,"1.0",m/s,heart_rate,"173",bpm,cadence,"151",rpm,power,"250",watts,altitude,"24.0",m,position_lat,"0",semicircles,position_long,"43512",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"24.0",m,Heart Rate,"173",bpm,
Data,0,record,timestamp,"995750287",s,distance,"407.0",m,speed,"1.0",m/s,heart_rate,"181",bpm,cadence,"152",rpm,power,"250",watts,altitude,"25.0",m,position_lat,"0",semicircles,position_long,"43619",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"25.0",m,Heart Rate,"181",bpm,
Data,0,record,timestamp,"995750288",s,distance,"408.0",m,speed,"1.0",m/s,heart_rate,"188",bpm,cadence,"153",rpm,power,"250",watts,altitude,"26.0",m,position_lat,"0",semicircles,position_long,"43727",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"26.0",m,Heart Rate,"188",bpm,
Data,0,record,timestamp,"995750289",s,distance,"409.0",m,speed,"1.0",m/s,heart_rate,"195",bpm,cadence,"154",rpm,power,"250",watts,altitude,"27.0",m,position_lat,"0",semicircles,position_long,"43834",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"27.0",m,Heart Rate,"195",bpm,
Data,0,record,timestamp,"995750290",s,distance,"410.0",m,speed,"1.0",m/s,heart_rate,"201",bpm,cadence,"155",rpm,power,"250",watts,altitude,"28.0",m,position_lat,"0",semicircles,position_long,"43941",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"28.0",m,Heart Rate,"201",bpm,
Data,0,record,timestamp,"995750291",s,distance,"411.0",m,speed,"1.0",m/s,heart_rate,"207",bpm,cadence,"156",rpm,power,"250",watts,altitude,"29.0",m,position_lat,"0",semicircles,position_long,"44048",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"29.0",m,Heart Rate,"207",bpm,
Data,0,record,timestamp,"995750292",s,distance,"412.0",m,speed,"1.0",m/s,heart_rate,"213",bpm,cadence,"157",rpm,power,"250",watts,altitude,"30.0",m,position_lat,"0",semicircles,position_long,"44155",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"30.0",m,Heart Rate,"213",bpm,
Data,0,record,timestamp,"995750293",s,distance,"413.0",m,speed,"1.0",m/s,heart_rate,"219",bpm,cadence,"158",rpm,power,"250",watts,altitude,"31.0",m,position_lat,"0",semicircles,position_long,"44262",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"31.0",m,Heart Rate,"219",bpm,
Data,0,record,timestamp,"995750294",s,distance,"414.0",m,speed,"1.0",m/s,heart_rate,"224",bpm,cadence,"159",rpm,power,"250",watts,altitude,"32.0",m,position_lat,"0",semicircles,position_long,"44370",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"32.0",m,Heart Rate,"224",bpm,
Data,0,record,timestamp,"995750295",s,distance,"415.0",m,speed,"1.0",m/s,heart_rate,"229",bpm,cadence,"160",rpm,power,"250",watts,altitude,"33.0",m,position_lat,"0",semicircles,position_long,"44477",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"33.0",m,Heart Rate,"229",bpm,
Data,0,record,timestamp,"995750296",s,distance,"416.0",m,speed,"1.0",m/s,heart_rate,"234",bpm,cadence,"161",rpm,power,"250",watts,altitude,"34.0",m,position_lat,"0",semicircles,position_long,"44584",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"34.0",m,Heart Rate,"234",bpm,
Data,0,record,timestamp,"995750297",s,distance,"417.0",m,speed,"1.0",m/s,heart_rate,"238",bpm,cadence,"162",rpm,power,"250",watts,altitude,"35.0",m,position_lat,"0",semicircles,position_long,"44691",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"35.0",m,Heart Rate,"238",bpm,
Data,0,record,timestamp,"995750298",s,distance,"418.0",m,speed,"1.0",m/s,heart_rate,"241",bpm,cadence,"163",rpm,power,"250",watts,altitude,"36.0",m,position_lat,"0",semicircles,position_long,"44798",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"36.0",m,Heart Rate,"241",bpm,
Data,0,record,timestamp,"995750299",s,distance,"419.0",m,speed,"1.0",m/s,heart_rate,"245",bpm,cadence,"164",rpm,power,"250",watts,altitude,"37.0",m,position_lat,"0",semicircles,position_long,"44905",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"37.0",m,Heart Rate,"245",bpm,
Data,0,record,timestamp,"995750300",s,distance,"420.0",m,speed,"1.0",m/s,heart_rate,"247",bpm,cadence,"165",rpm,power,"250",watts,altitude,"38.0",m,position_lat,"0",semicircles,position_long,"45013",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"38.0",m,Heart Rate,"247",bpm,
Data,0,record,timestamp,"995750301",s,distance,"421.0",m,speed,"1.0",m/s,heart_rate,"250",bpm,cadence,"166",rpm,power,"250",watts,altitude,"39.0",m,position_lat,"0",semicircles,position_long,"45120",semicircles,enhanced_speed,"1.0",m/s,enhanced_altitude,"39.0",m,Heart Rate,"250",bpm,
